t,x,y
3.980022,0.080850,-0.149321
4.013468,0.087515,-0.146932
4.046914,0.095152,-0.143466
4.080359,0.103068,-0.139386
4.113805,0.110226,-0.135236
4.147250,0.115923,-0.131405
4.180696,0.119885,-0.128471
4.214141,0.122036,-0.126764
4.247587,0.122402,-0.126773
4.281033,0.120767,-0.128034
4.314478,0.117244,-0.130400
4.347924,0.112278,-0.133686
4.381369,0.106516,-0.137527
4.414815,0.100122,-0.141010
4.448260,0.094060,-0.143900
4.481706,0.084901,-0.147866
4.515152,0.082673,-0.148709
4.548597,0.082522,-0.148750
4.582043,0.084493,-0.148183
4.615488,0.087983,-0.146890
4.648934,0.092880,-0.144945
4.682379,0.098133,-0.142263
4.715825,0.103458,-0.139210
4.749270,0.108402,-0.136473
4.782716,0.112266,-0.133971
4.816162,0.115004,-0.132220
4.849607,0.116350,-0.131364
4.883053,0.116170,-0.131421
4.916498,0.114661,-0.132447
4.949944,0.111775,-0.134168
4.983389,0.107982,-0.136534
5.016835,0.103570,-0.139131
5.050281,0.098940,-0.141679
5.083726,0.094657,-0.143695
5.117172,0.091185,-0.145387
5.150617,0.088804,-0.146425
5.184063,0.087669,-0.146800
5.217508,0.088077,-0.146833
5.250954,0.089822,-0.146261
5.284400,0.092636,-0.145104
5.317845,0.096227,-0.143497
5.351291,0.100342,-0.141377
5.384736,0.104290,-0.139200
5.418182,0.107763,-0.137186
5.451627,0.110439,-0.135507
5.485073,0.112130,-0.134364
5.518519,0.112742,-0.133821
5.551964,0.112328,-0.134100
5.585410,0.110907,-0.135030
5.618855,0.108452,-0.136497
5.652301,0.105334,-0.138345
5.685746,0.101826,-0.140270
5.719192,0.098336,-0.142087
5.752637,0.095115,-0.143675
5.786083,0.092587,-0.144846
5.819529,0.090903,-0.145539
5.852974,0.090369,-0.145693
5.886420,0.090969,-0.145439
5.919865,0.092546,-0.144666
5.953311,0.094967,-0.143557
5.986756,0.098042,-0.142112
6.020202,0.101264,-0.140386
6.053648,0.104470,-0.138573
6.087093,0.107187,-0.136996
6.120539,0.109178,-0.135772
6.153984,0.110216,-0.135059
6.187430,0.110431,-0.134893
6.220875,0.109701,-0.135346
6.254321,0.108263,-0.136351
6.287767,0.106126,-0.137660
6.321212,0.103580,-0.139129
6.354658,0.100735,-0.140743
6.388103,0.097866,-0.142254
6.421549,0.095358,-0.143322
6.454994,0.093608,-0.144294
6.488440,0.092591,-0.144776
6.521886,0.092507,-0.144700
6.555331,0.093250,-0.144371
6.588777,0.094821,-0.143694
6.622222,0.096992,-0.142668
6.655668,0.099477,-0.141461
6.689113,0.102130,-0.140214
6.722559,0.104485,-0.138836
6.756004,0.106518,-0.137809
6.789450,0.107803,-0.136918
6.822896,0.108345,-0.136551
6.856341,0.108197,-0.136591
6.889787,0.107354,-0.137237
6.923232,0.105818,-0.138140
6.956678,0.103923,-0.139202
6.990123,0.101737,-0.140400
7.023569,0.099456,-0.141611
7.057015,0.097341,-0.142757
7.090460,0.095680,-0.143542
7.123906,0.094566,-0.144197
7.157351,0.094027,-0.144408
7.190797,0.094338,-0.144374
7.224242,0.095269,-0.143974
7.257688,0.096768,-0.143152
7.291134,0.098591,-0.142121
7.324579,0.100703,-0.141029
7.358025,0.102614,-0.139896
7.391470,0.104513,-0.138973
7.424916,0.105931,-0.138209
7.458361,0.106763,-0.137722
7.491807,0.106929,-0.137474
7.525253,0.106463,-0.137769
7.558698,0.105551,-0.138260
7.592144,0.104128,-0.139125
7.625589,0.102356,-0.140081
7.659035,0.100474,-0.141115
7.692480,0.098636,-0.142001
7.725926,0.097010,-0.142811
7.759371,0.095800,-0.143336
7.792817,0.095095,-0.143735
7.826263,0.095029,-0.143797
7.859708,0.095528,-0.143539
7.893154,0.096524,-0.143009
7.926599,0.097977,-0.142288
7.960045,0.099602,-0.141358
7.993490,0.101254,-0.140414
8.026936,0.102856,-0.139517
8.060382,0.104177,-0.138759
8.093827,0.105020,-0.138117
8.127273,0.105446,-0.137938
8.160718,0.105486,-0.138071
8.194164,0.104898,-0.138523
8.227609,0.103860,-0.139044
8.261055,0.102549,-0.139780
8.294501,0.101005,-0.140688
8.327946,0.099488,-0.141607
8.361392,0.098149,-0.142356
8.394837,0.096950,-0.142962
8.428283,0.096188,-0.143342
8.461728,0.095863,-0.143492
8.495174,0.096060,-0.143504
8.528620,0.096734,-0.143136
8.562065,0.097790,-0.142623
8.595511,0.099034,-0.141961
8.628956,0.100412,-0.141160
8.662402,0.101749,-0.140440
8.695847,0.102933,-0.139765
8.729293,0.103906,-0.139337
8.762738,0.104443,-0.138984
8.796184,0.104711,-0.139002
8.829630,0.104399,-0.139165
8.863075,0.103866,-0.139555
8.896521,0.102862,-0.139971
8.929966,0.101753,-0.140680
8.963412,0.100529,-0.141417
8.996857,0.099345,-0.141868
9.030303,0.098405,-0.142420
9.063749,0.097684,-0.142822
9.097194,0.097261,-0.142998
9.130640,0.097137,-0.142979
9.164085,0.097383,-0.142782
9.197531,0.098120,-0.142512
9.230976,0.098910,-0.142080
9.264422,0.099952,-0.141546
9.297868,0.101097,-0.140998
9.331313,0.102129,-0.140512
9.364759,0.102900,-0.140008
9.398204,0.103454,-0.139771
9.431650,0.103629,-0.139690
9.465095,0.103623,-0.139827
9.498541,0.103228,-0.140038
9.531987,0.102521,-0.140403
9.565432,0.101548,-0.140781
9.598878,0.100503,-0.141280
9.632323,0.099516,-0.141755
9.665769,0.098650,-0.142173
9.699214,0.097957,-0.142528
9.732660,0.097490,-0.142746
9.766105,0.097412,-0.142796
9.799551,0.097664,-0.142723
9.832997,0.098150,-0.142548
9.866442,0.098684,-0.142215
9.899888,0.099458,-0.141766
9.933333,0.100368,-0.141285
9.966779,0.101218,-0.140828
10.000220,0.101951,-0.140428
10.033670,0.102488,-0.140119
10.067120,0.102743,-0.140003
10.100560,0.102854,-0.139966
10.134010,0.102670,-0.140078
10.167450,0.102264,-0.140346
10.200900,0.101609,-0.140665
10.234340,0.100786,-0.141103
10.267790,0.099886,-0.141543
10.301230,0.099111,-0.141984
10.334680,0.098558,-0.142223
10.368130,0.098132,-0.142419
10.401570,0.097815,-0.142571
10.435020,0.097820,-0.142612
10.468460,0.098070,-0.142604
10.501910,0.098576,-0.142284
10.535350,0.099257,-0.141831
10.568800,0.100030,-0.141462
10.602240,0.100776,-0.141150
10.635690,0.101352,-0.140811
10.669140,0.101816,-0.140564
10.702580,0.102268,-0.140274
10.736030,0.102323,-0.140133
10.769470,0.102173,-0.140179
10.802920,0.101859,-0.140298
10.836360,0.101441,-0.140520
10.869810,0.100820,-0.140772
10.903250,0.100247,-0.141197
10.936700,0.099634,-0.141489
10.970150,0.098960,-0.141858
11.003590,0.098486,-0.142092
11.037040,0.098259,-0.142149
11.070480,0.098303,-0.142098
11.103930,0.098531,-0.141975
11.137370,0.098808,-0.141831
11.170820,0.099250,-0.141620
11.204260,0.099958,-0.141361
11.237710,0.100607,-0.140968
11.271160,0.101125,-0.140720
11.304600,0.101627,-0.140482
11.338050,0.101960,-0.140229
11.371490,0.102175,-0.140132
11.404940,0.102137,-0.140131
11.438380,0.101952,-0.140205
11.471830,0.101596,-0.140418
11.505270,0.101154,-0.140648
11.538720,0.100684,-0.140992
11.572170,0.100054,-0.141237
11.605610,0.099600,-0.141408
11.639060,0.099210,-0.141567
11.672500,0.099007,-0.141783
11.705950,0.098823,-0.141881
11.739390,0.098841,-0.141831
11.772840,0.099026,-0.141778
11.806290,0.099310,-0.141570
11.839730,0.099728,-0.141400
11.873180,0.100174,-0.141071
11.906620,0.100671,-0.140845
11.940070,0.101070,-0.140646
11.973510,0.101384,-0.140530
12.006960,0.101558,-0.140344
12.040400,0.101568,-0.140276
12.073850,0.101429,-0.140250
12.107300,0.101168,-0.140369
12.140740,0.100837,-0.140498
12.174190,0.100498,-0.140681
12.207630,0.100072,-0.141006
12.241080,0.099689,-0.141220
12.274520,0.099307,-0.141301
12.307970,0.099121,-0.141411
12.341410,0.099075,-0.141357
12.374860,0.099191,-0.141276
12.408310,0.099404,-0.141132
12.441750,0.099567,-0.141054
12.475200,0.099949,-0.140871
12.508640,0.100419,-0.140723
12.542090,0.100862,-0.140578
12.575530,0.101302,-0.140449
12.608980,0.101506,-0.140206
12.642420,0.101730,-0.140153
12.675870,0.101914,-0.140108
12.709320,0.101966,-0.140118
12.742760,0.101890,-0.140227
12.776210,0.101706,-0.140294
12.809650,0.101457,-0.140443
12.843100,0.101078,-0.140593
12.876540,0.100710,-0.140899
12.909990,0.100297,-0.141077
12.943430,0.100051,-0.141236
12.976880,0.100001,-0.141259
13.010330,0.100005,-0.141262
13.043770,0.100139,-0.141147
13.077220,0.100265,-0.141070
13.110660,0.100528,-0.140956
13.144110,0.100744,-0.140822
13.177550,0.101007,-0.140680
13.211000,0.101381,-0.140601
13.244440,0.101547,-0.140599
13.277890,0.101703,-0.140480
13.311340,0.101899,-0.140404
13.344780,0.101946,-0.140368
13.378230,0.101969,-0.140330
13.411670,0.101789,-0.140415
13.445120,0.101604,-0.140481
13.478560,0.101289,-0.140615
13.512010,0.101004,-0.140802
13.545450,0.100813,-0.141030
13.578900,0.100450,-0.141086
13.612350,0.100257,-0.141147
13.645790,0.100222,-0.141140
13.679240,0.100228,-0.141124
13.712680,0.100295,-0.141119
13.746130,0.100485,-0.141022
13.779570,0.100632,-0.140920
13.813020,0.100790,-0.140827
13.846460,0.100919,-0.140790
13.879910,0.101186,-0.140745
13.913360,0.101306,-0.140725
13.946800,0.101385,-0.140723
13.980250,0.101352,-0.140793
14.013690,0.101263,-0.140821
14.047140,0.101154,-0.140951
14.080580,0.100997,-0.141045
14.114030,0.100793,-0.141150
14.147470,0.100453,-0.141234
14.180920,0.100252,-0.141285
14.214370,0.100109,-0.141350
14.247810,0.100016,-0.141323
14.281260,0.100059,-0.141316
14.314700,0.100078,-0.141236
14.348150,0.100162,-0.141180
14.381590,0.100287,-0.141075
14.415040,0.100444,-0.141009
14.448480,0.100502,-0.140978
14.481930,0.100680,-0.140887
14.515380,0.100776,-0.140898
14.548820,0.100772,-0.140836
14.582270,0.100828,-0.140837
14.615710,0.100938,-0.140885
14.649160,0.101023,-0.140922
14.682600,0.100999,-0.140964
14.716050,0.100905,-0.141065
14.749490,0.100807,-0.141100
14.782940,0.100479,-0.141140
14.816390,0.100309,-0.141210
14.849830,0.100192,-0.141258
14.883280,0.100132,-0.141220
14.916720,0.100101,-0.141199
14.950170,0.100124,-0.141179
14.983610,0.100169,-0.141144
15.017060,0.100334,-0.141078
15.050510,0.100435,-0.140970
15.083950,0.100525,-0.140929
15.117400,0.100675,-0.140889
15.150840,0.100745,-0.140864
15.184290,0.100790,-0.140825
15.217730,0.100819,-0.140829
15.251180,0.100946,-0.140869
15.284620,0.101022,-0.140909
15.318070,0.101075,-0.140925
15.351520,0.101086,-0.140942
15.384960,0.100974,-0.141044
15.418410,0.100925,-0.141110
15.451850,0.100790,-0.141123
15.485300,0.100522,-0.141256
15.518740,0.100385,-0.141247
15.552190,0.100352,-0.141194
15.585630,0.100337,-0.141177
15.619080,0.100332,-0.141159
15.652530,0.100369,-0.141144
15.685970,0.100428,-0.141071
15.719420,0.100475,-0.141022
15.752860,0.100651,-0.141018
15.786310,0.100595,-0.140972
15.819750,0.100561,-0.140984
15.853200,0.100576,-0.140923
15.886640,0.100559,-0.140952
15.920090,0.100516,-0.140978
15.953540,0.100436,-0.140994
15.986980,0.100385,-0.141016
16.020430,0.100327,-0.141073
16.053870,0.100236,-0.141114
16.087320,0.100158,-0.141115
16.120760,0.100185,-0.141093
16.154210,0.100177,-0.141066
16.187650,0.100171,-0.141066
16.221100,0.100209,-0.141061
16.254550,0.100253,-0.141048
16.287990,0.100281,-0.141045
16.321440,0.100396,-0.141005
16.354880,0.100439,-0.141010
16.388330,0.100497,-0.140988
16.421770,0.100520,-0.140977
16.455220,0.100500,-0.140948
16.488660,0.100467,-0.140966
16.522110,0.100455,-0.140981
16.555560,0.100435,-0.140992
16.589000,0.100424,-0.141002
16.622450,0.100330,-0.141005
16.655890,0.100326,-0.141076
16.689340,0.100177,-0.141095
16.722780,0.100186,-0.141098
16.756230,0.100190,-0.141152
16.789670,0.100199,-0.141111
16.823120,0.100244,-0.141097
16.856570,0.100263,-0.141086
16.890010,0.100309,-0.141078
16.923460,0.100349,-0.141070
16.956900,0.100382,-0.141056
16.990350,0.100408,-0.141032
17.023790,0.100402,-0.141033
17.057240,0.100406,-0.141021
17.090680,0.100420,-0.141044
17.124130,0.100434,-0.141055
17.157580,0.100377,-0.141067
17.191020,0.100366,-0.141073
17.224470,0.100324,-0.141082
17.257910,0.100263,-0.141101
17.291360,0.100265,-0.141087
17.324800,0.100235,-0.141104
17.358250,0.100255,-0.141093
17.391690,0.100270,-0.141106
17.425140,0.100274,-0.141101
17.458590,0.100303,-0.141101
17.492030,0.100257,-0.141098
17.525480,0.100311,-0.141083
17.558920,0.100296,-0.141080
17.592370,0.100306,-0.141094
17.625810,0.100318,-0.141076
17.659260,0.100328,-0.141071
17.692700,0.100342,-0.141060
17.726150,0.100372,-0.141055
17.759600,0.100374,-0.141057
17.793040,0.100369,-0.141054
17.826490,0.100359,-0.141055
17.859930,0.100334,-0.141062
17.893380,0.100306,-0.141108
17.926820,0.100255,-0.141114
17.960270,0.100267,-0.141109
17.993710,0.100231,-0.141101
18.027160,0.100211,-0.141140
18.060610,0.100178,-0.141113
18.094050,0.100237,-0.141110
18.127500,0.100258,-0.141099
18.160940,0.100273,-0.141099
18.194390,0.100278,-0.141110
18.227830,0.100328,-0.141120
18.261280,0.100382,-0.141117
18.294730,0.100368,-0.141101
18.328170,0.100387,-0.141067
18.361620,0.100399,-0.141012
18.395060,0.100472,-0.141031
18.428510,0.100441,-0.141034
18.461950,0.100412,-0.141023
18.495400,0.100352,-0.140979
18.528840,0.100405,-0.141057
18.562290,0.100341,-0.141042
18.595740,0.100287,-0.141134
18.629180,0.100233,-0.141074
18.662630,0.100223,-0.141077
18.696070,0.100233,-0.141114
18.729520,0.100216,-0.141120
18.762960,0.100195,-0.141093
18.796410,0.100215,-0.141125
18.829850,0.100254,-0.141108
18.863300,0.100305,-0.141053
18.896750,0.100353,-0.141053
18.930190,0.100449,-0.141036
18.963640,0.100447,-0.141013
18.997080,0.100436,-0.140934
19.030530,0.100428,-0.140951
19.063970,0.100515,-0.140958
19.097420,0.100473,-0.140980
19.130860,0.100459,-0.140997
19.164310,0.100396,-0.141009
19.197760,0.100385,-0.141020
19.231200,0.100364,-0.141050
19.264650,0.100265,-0.141103
19.298090,0.100244,-0.141108
19.331540,0.100247,-0.141097
19.364980,0.100239,-0.141106
19.398430,0.100265,-0.141096
19.431870,0.100284,-0.141110
19.465320,0.100320,-0.141111
19.498770,0.100359,-0.141120
19.532210,0.100387,-0.141108
19.565660,0.100504,-0.141104
19.599100,0.100519,-0.141046
19.632550,0.100669,-0.141061
19.665990,0.100670,-0.141127
19.699440,0.100778,-0.141101
19.732880,0.100742,-0.141091
19.766330,0.100687,-0.141091
19.799780,0.100804,-0.141077
